island	sitename	depthname	quad	species	colony	year_t	allfate_t	fate_t	fusee_t	area_t	peri_t	P:A	NumFeatures	P:A>10	
Ma	Molo	07m	2	PL	02	2000	N	N		450.827197	118.639039	0.26315856671797	1	0	
Ma	Molo	07m	2	PL	03	2000	N	N		3.748455	7.655372	2.04227395020082	0	0	
Ma	Molo	07m	2	PL	04	2000	N	N		3.233539	7.314605	2.26210508053251	0	0	
Ma	Molo	07m	2	PL	05	2000	N	N		5.479172	10.490673	1.91464568004071	0	0	
Ma	Molo	07m	2	PL	06	2000	N	N		365.452298	197.138458	0.53943690894509	1	0	
Ma	Molo	07m	2	PL	07	2000	N	N		8.317119	14.950488	1.79755610085656	0	0	
Ma	Molo	07m	2	PL	08	2000	N	N		69.158828	60.561395	0.875685675298026	0	0	
Ma	Molo	07m	2	PL	09	2000	N	N		2.090836	5.795440	2.7718290674161	0	0	
Ma	Molo	07m	2	PL	10	2000	N	N		10.579952	17.555598	1.65932680980027	0	0	
Ma	Molo	07m	2	PL	11	2000	N	N		2.718624	7.079472	2.60406440905399	0	0	
Ma	Molo	07m	2	PL	12	2000	N	N		9.780167	18.687345	1.91073884525694	1	0	
Ma	Molo	07m	2	PL	13	2000	N	N		2.424080	6.697280	2.76281310847827	0	0	
Ma	Molo	07m	2	PL	14	2000	N	N		2.094061	6.439645	3.07519456214504	0	0	
Ma	Molo	07m	2	PL	15	2000	N	N		3.115292	8.573122	2.75194813198891	0	0	
Ma	Molo	07m	2	PL	16	2000	N	N		2.448804	5.923293	2.41885140664586	0	0	
Ma	Molo	07m	2	PL	17	2000	N	N		7.515184	11.703105	1.55726127264482	0	0	
Ma	Molo	07m	2	PL	18	2000	N	N		6.178984	11.509679	1.8627138377442	0	0	
Ma	Molo	07m	2	PL	19	2000	N	N		1.352325	4.549539	3.36423492873385	1	0	
Ma	Molo	07m	2	PL	20	2000	N	N		0.406342	2.481918	6.10795339886106	0	0	
Ma	Molo	07m	2	PL	21	2000	N	N		2.978769	7.061913	2.37074878918103	0	0	
Ma	Molo	07m	2	PM	01	2000	N	N		51.126041	37.356333	0.730671342222645	2	0	
Ma	Molo	07m	2	PV	01	2000	N	N		57.999463	70.973595	1.2236940021324	0	0	
Ma	Molo	07m	2	PV	02	2000	N	N		3.133566	7.917667	2.52672737705221	0	0	
Ma	Molo	07m	2	PV	03	2000	N	N		175.539909	135.677106	0.772913161302824	1	0	
Ma	Molo	07m	2	PV	04	2000	N	N		31.538834	27.823470	0.882197166832483	3	0	
Ma	Molo	07m	2	PV	05	2000	N	N		3.662456	14.051662	3.83667735530475	1	0	
Ma	Molo	07m	3	MC	01	2000	N	N		206.213333	100.100685	0.485422952743798	0	0	
Ma	Molo	07m	3	MC	02	2000	N	N		346.250000	110.074598	0.317904976173285	0	0	
Ma	Molo	07m	3	MC	03	2000	N	N		9.054444	17.467718	1.92918725876487	0	0	
Ma	Molo	07m	3	MC	04	2000	N	N		7.665556	16.466330	2.14809336726521	0	0	
Ma	Molo	07m	3	MC	05	2000	N	N		2.372222	7.654366	3.22666512661968	0	0	
Ma	Molo	07m	3	MC	06	2000	N	N		11.885556	17.001051	1.43039593604203	0	0	
Ma	Molo	07m	3	MC	07	2000	N	N		2.496667	7.577937	3.0352213571133	0	0	
Ma	Molo	07m	3	MC	08	2000	N	N		2.901111	9.893131	3.41011805477281	0	0	
Ma	Molo	07m	3	MC	09	2000	N	N		11.217778	14.543335	1.2964541640956	0	0	
Ma	Molo	07m	3	MP	01	2000	N	N		32.037778	36.159987	1.12866713165938	0	0	
Ma	Molo	07m	3	MP	02	2000	N	N		28.605556	35.354962	1.23594738029214	2	0	
Ma	Molo	07m	3	MP	03	2000	N	N		86.707778	59.773527	0.689367532864237	0	0	
Ma	Molo	07m	3	MP	04	2000	N	N		16.148889	18.779562	1.16290117543071	0	0	
Ma	Molo	07m	3	MP	05	2000	N	N		361.171111	121.894125	0.33749688523676	0	0	
Ma	Molo	07m	3	MP	06	2000	N	N		311.602222	112.202668	0.360083016352817	0	0	
Ma	Molo	07m	3	MP	07	2000	N	N		10.044444	16.213064	1.6141325492979	0	0	
Ma	Molo	07m	3	PC	01	2000	N	N		70.718889	58.502697	0.827257014741846	0	0	
Ma	Molo	07m	3	PC	02	2000	N	N		0.976667	4.108494	4.20664771104174	0	0	
Ma	Molo	07m	3	PC	03	2000	N	N		6.410000	12.522133	1.95353088923557	0	0	
Ma	Molo	07m	3	PC	04	2000	N	N		14.132222	24.200189	1.71241217410822	0	0	
Ma	Molo	07m	3	PC	05	2000	N	N		81.591111	86.230907	1.05686643977675	1	0	
Ma	Molo	07m	3	PC	06	2000	N	N		7.214444	16.968699	2.35204528581828	0	0	
Ma	Molo	07m	3	PC	07	2000	N	N		19.973333	32.501696	1.62725449978729	0	0	
Ma	Molo	07m	3	PC	08	2000	N	N		2.145556	6.599425	3.07585772638887	0	0	
Ma	Molo	07m	3	PC	09	2000	N	N		1.654444	6.668867	4.03088106941063	0	0	
Ma	Molo	07m	3	PC	10	2000	N	N		7.192222	12.092844	1.68137802197986	0	0	
Ma	Molo	07m	3	PC	11	2000	N	N		1.504444	5.566786	3.7002281241442	0	0	
Ma	Molo	07m	3	PC	12	2000	N	N		7.656667	16.375399	2.13871113893291	0	0	
Ma	Molo	07m	3	PC	13	2000	N	N		4.300000	10.489781	2.43948395348837	0	0	
Ma	Molo	07m	3	PC	15	2000	N	N		5.233333	11.738022	2.24293428298944	0	0	
Ma	Molo	07m	3	PC	16	2000	N	N		2.370000	6.301507	2.65886371308017	0	0	
Ma	Molo	07m	3	PC	17	2000	N	N		0.893333	4.105144	4.59531216242991	0	0	
Ma	Molo	07m	3	PC	18	2000	N	N		1.978889	5.866092	2.96433604916698	0	0	
Ma	Molo	07m	3	PC	19	2000	N	N		2.356667	7.740559	3.28453659341774	0	0	
Ma	Molo	07m	3	PC	21	2000	N	N		4.657778	8.992150	1.93056646323633	0	0	
Ma	Molo	07m	3	PC	22	2000	N	N		1.131111	4.279205	3.78318750326007	0	0	
Ma	Molo	07m	3	PC	23	2000	N	N		0.940000	5.181287	5.51200744680851	0	0	
Ma	Molo	07m	3	PC	24	2000	N	N		1.598889	5.545584	3.46839836911756	0	0	
Ma	Molo	07m	3	PL	01	2000	N	N		114.466667	90.293648	0.788820451983633	1	0	
Ma	Molo	07m	3	PL	02	2000	N	N		10.041111	12.904282	1.28514484104398	0	0	
Ma	Molo	07m	3	PL	03	2000	N	N		15.108889	24.540222	1.62422412395776	0	0	
Ma	Molo	07m	3	PL	04	2000	N	N		119.658889	83.524900	0.698025033476619	0	0	
Ma	Molo	07m	3	PL	05	2000	N	N		13.674444	15.170087	1.10937505027627	0	0	
Ma	Molo	07m	3	PL	06	2000	N	N		2.197778	6.565111	2.98715839361391	0	0	
Ma	Molo	07m	3	PL	07	2000	N	N		40.118889	34.213828	0.852810953962359	0	0	
Ma	Molo	07m	3	PL	08	2000	N	N		11.787778	15.473605	1.31268208478307	0	0	
Ma	Molo	07m	3	PL	09	2000	N	N		3.345556	7.357023	2.19904344748676	0	0	
Ma	Molo	07m	3	PL	10	2000	N	N		10.436667	15.666330	1.50108554771365	0	0	
Ma	Molo	07m	3	PL	11	2000	N	N		14.400000	23.182050	1.60986458333333	0	0	
Ma	Molo	07m	4	PL	01	2000	N	N		177.104536	109.712067	0.619476324423447	0	0	
Ma	Molo	07m	4	PL	02	2000	N	N		57.456936	35.597765	0.619555574630711	0	0	
Ma	Molo	07m	4	PL	03	2000	N	N		83.993864	49.937546	0.594538024825242	0	0	
Ma	Molo	07m	4	PL	04	2000	N	N		224.383374	105.660943	0.470894706307429	0	0	
Ma	Molo	07m	4	PL	05	2000	N	N		13.704434	14.588938	1.06454144695067	0	0	
Ma	Molo	07m	4	PL	06	2000	N	N		93.375995	51.088157	0.547123026640841	0	0	
Ma	Molo	07m	4	PL	07	2000	N	N		58.898093	46.625750	0.791634289415788	0	0	
Ma	Molo	07m	4	PL	08	2000	N	N		14.493389	17.492786	1.20694932013486	0	0	
Ma	Molo	07m	4	PL	09	2000	N	N		4.623859	8.864836	1.91719427430637	0	0	
Ma	Molo	07m	4	PL	10	2000	N	N		43.517569	31.401939	0.721592214859245	0	0	
Ma	Molo	07m	4	PL	11	2000	N	N		20.794507	23.054365	1.10867571902522	0	0	
Ma	Molo	07m	4	PL	12	2000	N	N		497.753233	172.767165	0.347094008729422	0	0	
Ma	Molo	07m	4	PL	13	2000	N	N		6.167872	15.522445	2.51666133797848	0	0	
Ma	Molo	07m	4	PL	14	2000	N	N		323.007378	87.847482	0.271967416174624	0	0	
Ma	Molo	07m	4	PL	15	2000	N	N		89.620571	42.924852	0.478962045443785	0	0	
Ma	Molo	07m	4	PL	16	2000	N	N		6.297611	9.781458	1.5532013647715	0	0	
Ma	Molo	07m	4	PL	17	2000	N	N		16.604281	18.905760	1.13860756753033	0	0	
Ma	Molo	07m	4	PL	18	2000	N	N		6.551246	10.064976	1.53634529981014	0	0	
Ma	Molo	07m	4	PL	19	2000	N	N		12.393016	22.639544	1.8267985775214	0	0	
Ma	Molo	07m	4	PL	20	2000	N	N		3.146468	8.274043	2.62962884097343	0	0	
Ma	Molo	07m	4	MC	01	2000	N	N		19.810359	23.520433	1.18727949352155	0	0	
Ma	Molo	07m	4	MC	02	2000	N	N		115.107897	58.250170	0.506048425157138	0	0	
Ma	Molo	07m	4	MC	03	2000	N	N		28.111330	33.539611	1.19309940155802	0	0	
Ma	Molo	07m	4	MC	04	2000	N	N		6.871503	20.643778	3.00425947569258	0	0	
Ma	Molo	07m	4	MC	05	2000	N	N		2.052451	5.879752	2.8647465883473	0	0	
Ma	Molo	07m	4	MP	01	2000	N	N		153.352911	71.756233	0.467915688930091	0	0	
Ma	Molo	07m	4	MP	02	2000	N	N		15.061436	17.610345	1.16923412880419	0	0	
Ma	Molo	07m	4	MP	03	2000	N	N		8.445905	17.691876	2.09472827364267	0	0	
Ma	Molo	07m	4	MP	04	2000	N	N		56.401490	60.213933	1.06759472134513	0	0	
Ma	Molo	07m	4	MP	05	2000	N	N		86.155015	62.650290	0.727181000432766	0	0	
Ma	Molo	07m	4	MP	06	2000	N	N		1.950763	6.171565	3.16366724199711	0	0	
Ma	Molo	07m	4	PM	01	2000	N	N		24.365257	26.274618	1.07836408210264	0	0	
Ma	Molo	07m	4	PM	02	2000	N	N		33.783622	31.187092	0.923142343944057	0	0	
Ma	Molo	07m	5	PL	01	2000	N	N		2096.223333	414.435808	0.197705941669336	0	0	
Ma	Molo	07m	5	PL	02	2000	N	N		31.443333	32.408515	1.03069591890911	0	0	
Ma	Molo	07m	5	PL	03	2000	N	N		9.335556	14.797175	1.58503414258347	0	0	
Ma	Molo	07m	5	PL	04	2000	N	N		3.825556	7.502894	1.96125582791103	0	0	
Ma	Molo	07m	5	PL	06	2000	N	N		4.277778	9.222014	2.15579536853011	0	0	
Ma	Molo	07m	5	PL	07	2000	N	N		7.282222	10.733571	1.47394174470375	0	0	
Ma	Molo	07m	5	PC	01	2000	N	N		49.655556	50.450581	1.01601079645549	0	0	
Ma	Molo	07m	5	PC	02	2000	N	N		21.772222	27.553861	1.2655511688242	0	0	
Ma	Molo	07m	5	PC	03	2000	N	N		27.116667	32.211578	1.18788854102165	0	0	
Ma	Molo	07m	5	PC	04	2000	N	N		5.996667	10.494519	1.75005865758429	0	0	
Ma	Molo	07m	5	PC	05	2000	N	N		1.298889	4.350610	3.3494855988464	0	0	
Ma	Molo	07m	5	PC	06	2000	N	N		3.603333	8.444603	2.34355331577737	0	0	
Ma	Molo	07m	5	PC	07	2000	N	N		1.841111	6.456041	3.50660063407366	0	0	
Ma	Molo	07m	5	PC	08	2000	N	N		2.878889	8.884756	3.08617525719123	0	0	
Ma	Molo	07m	5	PC	09	2000	N	N		10.523333	15.162286	1.4408254495035	0	0	
Ma	Molo	07m	5	PC	10	2000	N	N		0.720000	3.300406	4.58389722222222	0	0	
Ma	Molo	07m	5	PC	11	2000	N	N		6.230000	12.095907	1.941558105939	0	0	
Ma	Molo	13m	1	PC	01	2000	N	N		398.061980	167.930064	0.421869137062525	1	0	
Ma	Molo	13m	1	PC	02	2000	N	N		55.681532	66.587761	1.19586797647737	0	0	
Ma	Molo	13m	1	PC	03	2000	N	N		43.467876	40.065721	0.921731740469675	1	0	
Ma	Molo	13m	1	PC	04	2000	N	N		8.765936	13.926228	1.58867552763333	0	0	
Ma	Molo	13m	1	PC	05	2000	N	N		24.590577	23.623740	0.960682622453308	0	0	
Ma	Molo	13m	1	MC	01	2000	N	N		404.248929	148.006960	0.366128267466603	1	0	
Ma	Molo	13m	1	MC	02	2000	N	N		123.857899	67.498531	0.544967511518987	1	0	
Ma	Molo	13m	1	MC	03	2000	N	N		35.278408	34.289812	0.971977306912489	0	0	
Ma	Molo	13m	1	MC	04	2000	N	N		38.018644	45.108941	1.18649526269269	0	0	
Ma	Molo	13m	1	MC	05	2000	N	N		22.197027	24.121056	1.08667958100875	0	0	
Ma	Molo	13m	1	MC	06	2000	N	N		17.359536	26.688633	1.53740474399777	0	0	
Ma	Molo	13m	1	MC	07	2000	N	N		7.842782	14.005126	1.78573444984191	0	0	
Ma	Molo	13m	1	MC	08	2000	N	N		10.412698	17.609816	1.69118666458972	0	0	
Ma	Molo	13m	1	MC	09	2000	N	N		162.077098	98.695507	0.608941721056728	6	0	
Ma	Molo	13m	1	MP	01	2000	N	N		179.388259	88.123191	0.491242802016379	1	0	
Ma	Molo	13m	1	MP	02	2000	N	N		418.551776	116.397898	0.278096772428938	1	0	
Ma	Molo	13m	1	MP	03	2000	N	N		233.398841	94.125721	0.403282726669581	1	0	
Ma	Molo	13m	1	MP	04	2000	N	N		310.903502	131.315296	0.422366731655535	1	0	
Ma	Molo	13m	2	MC	01	2000	N	N		415.351957	186.415979	0.448814495413585	0	0	
Ma	Molo	13m	2	MC	02	2000	N	N		106.838604	70.004656	0.655237464540439	1	0	
Ma	Molo	13m	2	MC	03	2000	N	N		9.504269	16.157337	1.70000838570541	0	0	
Ma	Molo	13m	2	MC	04	2000	N	N		1.940851	7.605488	3.9186356912509	0	0	
Ma	Molo	13m	2	MC	05	2000	N	N		140.085513	91.448733	0.65280649684311	1	0	
Ma	Molo	13m	2	MC	07	2000	N	N		6.297930	11.920427	1.89275317445573	0	0	
Ma	Molo	13m	2	MC	08	2000	N	N		2.593265	6.536578	2.5205977792474	0	0	
Ma	Molo	13m	2	MC	09	2000	N	N		161.717915	89.072509	0.550789372964646	1	0	
Ma	Molo	13m	2	MP	01	2000	N	N		586.075814	140.907309	0.240425053609191	1	0	
Ma	Molo	13m	2	MP	02	2000	N	N		18.022813	26.202746	1.45386549813284	3	0	
Ma	Molo	13m	2	MP	03	2000	N	N		325.695786	175.408500	0.538565457521762	1	0	
Ma	Molo	13m	2	MP	04	2000	N	N		86.878219	54.288532	0.62488081161056	1	0	
Ma	Molo	13m	2	MP	05	2000	N	N		82.714569	56.136498	0.678677271473179	3	0	
Ma	Molo	13m	2	PC	01	2000	N	N		457.766546	241.139414	0.52677378045009	1	0	
Ma	Molo	13m	2	PC	02	2000	N	N		89.967625	82.472804	0.916694244179503	1	0	
Ma	Molo	13m	2	PC	03	2000	N	N		3.211802	8.682704	2.70337461649255	1	0	
Ma	Molo	13m	2	PC	04	2000	N	N		1.622840	5.615942	3.46056419610066	0	0	
Ma	Molo	13m	2	PC	05	2000	N	N		1.066594	4.253522	3.98794855399524	0	0	
Ma	Molo	13m	2	PC	06	2000	N	N		1.882931	5.415934	2.87633163403226	1	0	
Ma	Molo	13m	2	PC	07	2000	N	N		2.341917	7.131620	3.04520612814203	0	0	
Ma	Molo	13m	2	PL	01	2000	N	N		37.359197	29.510478	0.789911999446883	0	0	
Ma	Molo	13m	3	MC	01	2000	N	N		642.742274	272.589993	0.424104659093887	1	0	
Ma	Molo	13m	3	MC	02	2000	N	N		1.387799	5.149306	3.71041195446891	0	0	
Ma	Molo	13m	3	MC	03	2000	N	N		24.985757	27.476161	1.09967294567061	0	0	
Ma	Molo	13m	3	MC	04	2000	N	N		43.790379	36.060485	0.823479627796782	0	0	
Ma	Molo	13m	3	MC	05	2000	N	N		343.287288	239.540910	0.697785552723409	1	0	
Ma	Molo	13m	3	MC	06	2000	N	N		298.386455	119.611443	0.400860833310949	1	0	
Ma	Molo	13m	3	MC	07	2000	N	N		8.600914	15.215796	1.7690905873492	1	0	
Ma	Molo	13m	3	MC	08	2000	N	N		4.780435	9.201698	1.9248662517114	0	0	
Ma	Molo	13m	3	MC	09	2000	N	N		3.591508	8.417826	2.34381379632177	0	0	
Ma	Molo	13m	3	PC	01	2000	N	N		4.097823	9.869769	2.40853960749403	0	0	
Ma	Molo	13m	3	PC	02	2000	N	N		0.822360	4.023584	4.89272824553723	0	0	
Ma	Molo	13m	3	PC	03	2000	N	N		7.208815	13.819824	1.91707291697734	0	0	
Ma	Molo	13m	3	PC	04	2000	N	N		0.868584	3.871582	4.45734897258066	0	0	
Ma	Molo	13m	3	PC	05	2000	N	N		11.349637	18.155082	1.59961785561952	0	0	
Ma	Molo	13m	3	PC	06	2000	N	N		1.443698	5.203911	3.60457034642979	0	0	
Ma	Molo	13m	3	PC	07	2000	N	N		0.942757	4.069951	4.31707322247408	0	0	
Ma	Molo	13m	3	PL	01	2000	N	N		15.107767	20.040811	1.32652370135176	0	0	
Ma	Molo	13m	3	PL	02	2000	N	N		49.119054	40.958747	0.833866771945567	1	0	
Ma	Molo	13m	3	PL	03	2000	N	N		55.835528	42.878227	0.767938059079517	1	0	
Ma	Molo	13m	3	PL	04	2000	N	N		8.889008	20.057004	2.25638271447163	0	0	
Ma	Molo	13m	3	PL	05	2000	N	N		58.044612	37.140123	0.639854789622851	0	0	
Ma	Molo	13m	3	PL	06	2000	N	N		435.094867	247.437304	0.568697364108412	1	0	
Ma	Molo	13m	3	PM	01	2000	N	N		69.587745	61.434708	0.88283803419697	2	0	
Ma	Molo	13m	3	PM	02	2000	N	N		16.517065	27.124660	1.64222033393947	0	0	
Ma	Molo	13m	3	PM	03	2000	N	N		7.202365	14.627563	2.03093886521997	0	0	
Ma	Molo	13m	3	PM	04	2000	N	N		9.697393	17.371492	1.79135691417271	0	0	
Ma	Molo	13m	3	PM	05	2000	N	N		3.250739	9.479904	2.91623043252627	0	0	
Ma	Molo	13m	3	PM	06	2000	N	N		62.163934	45.834789	0.737321241606106	0	0	
Ma	Molo	13m	3	PM	07	2000	N	N		42.489653	53.120585	1.25020048998753	2	0	
Ma	Molo	13m	3	MP	02	2000	N	N		10.733674	19.586455	1.82476708347952	3	0	
Ma	Molo	13m	3	MP	03	2000	N	N		9.963988	15.804312	1.58614321896012	1	0	
Ma	Molo	13m	3	PL	07	2000	N	N		5.965063	13.532297	2.26859246918264	4	0	
Ma	Molo	13m	3	MP	01	2000	N	N		6.819672	11.704752	1.7163218406985	1	0	
Ma	Molo	13m	4	MC	01	2000	N	N		102.594085	61.626235	0.600680195159399	0	0	
Ma	Molo	13m	4	MC	02	2000	N	N		162.493819	137.813682	0.848116456663499	1	0	
Ma	Molo	13m	4	MC	03	2000	N	N		22.656376	24.459675	1.07959344424722	0	0	
Ma	Molo	13m	4	MC	04	2000	N	N		41.134895	44.125273	1.07269686722186	0	0	
Ma	Molo	13m	4	MC	05	2000	N	N		39.239943	54.104045	1.37880029540308	1	0	
Ma	Molo	13m	4	MC	06	2000	N	N		2.451199	7.254169	2.95943699389564	0	0	
Ma	Molo	13m	4	MC	07	2000	N	N		0.993375	4.206771	4.23482672706682	0	0	
Ma	Molo	13m	4	MC	08	2000	N	N		84.913326	64.951100	0.764910563036949	0	0	
Ma	Molo	13m	4	MC	09	2000	N	N		116.292603	72.598974	0.624278519245115	0	0	
Ma	Molo	13m	4	MC	10	2000	N	N		0.931084	4.466535	4.79713430796792	0	0	
Ma	Molo	13m	4	MC	11	2000	N	N		3.168090	11.314327	3.57134014500851	0	0	
Ma	Molo	13m	4	MC	12	2000	N	N		1.771464	6.183597	3.49067042852691	0	0	
Ma	Molo	13m	4	MC	13	2000	N	N		1.643604	5.890087	3.58364119337748	0	0	
Ma	Molo	13m	4	MC	14	2000	N	N		9.362202	15.425936	1.64768245760987	0	0	
Ma	Molo	13m	4	MC	15	2000	N	N		103.977597	53.868915	0.518081938362165	1	0	
Ma	Molo	13m	4	MC	16	2000	N	N		35.156069	32.431434	0.92249887210086	1	0	
Ma	Molo	13m	4	MC	17	2000	N	N		78.967284	73.425490	0.929821646138925	1	0	
Ma	Molo	13m	4	MP	01	2000	N	N		11.320538	23.458542	2.07221087902359	1	0	
Ma	Molo	13m	4	MP	02	2000	N	N		169.890035	73.945018	0.43525223830815	0	0	
Ma	Molo	13m	4	MP	03	2000	N	N		46.542176	33.946590	0.729372644716912	1	0	
Ma	Molo	13m	4	MP	04	2000	N	N		102.728502	72.202231	0.702845165599709	1	0	
Ma	Molo	13m	4	MP	05	2000	N	N		3.483915	8.690725	2.4945284256361	0	0	
Ma	Molo	13m	4	MP	06	2000	N	N		20.577829	23.639185	1.14876962968251	1	0	
Ma	Molo	13m	4	MP	07	2000	N	N		80.029506	64.070619	0.800587460829759	1	0	
Ma	Molo	13m	4	MP	08	2000	N	N		326.611570	125.665527	0.384755282857861	1	0	
Ma	Molo	13m	4	MP	09	2000	N	N		15.098422	22.113825	1.46464478208385	0	0	
Ma	Molo	13m	4	PL	01	2000	N	N		12.598047	18.746908	1.48808049374637	1	0	
Ma	Molo	13m	4	PL	02	2000	N	N		17.087357	34.454440	2.01637034914177	0	0	
Ma	Molo	13m	4	PL	03	2000	N	N		7.655215	16.238404	2.1212211544679	1	0	
Ma	Molo	13m	4	PL	04	2000	N	N		22.233454	32.708616	1.47114415960741	1	0	
Ma	Molo	13m	4	PL	05	2000	N	N		18.423878	25.435938	1.38059631093953	1	0	
Ma	Molo	13m	4	PC	01	2000	N	N		6.104501	11.154425	1.82724599439004	2	0	
Ma	Molo	13m	4	PC	02	2000	N	N		23.231200	37.005046	1.59290290643617	0	0	
Ma	Molo	13m	4	PC	03	2000	N	N		1.008674	4.050476	4.01564430133026	0	0	
Ma	Molo	13m	4	PC	04	2000	N	N		38.410491	39.499975	1.0283642299704	0	0	
Ma	Molo	13m	4	PC	05	2000	N	N		7.141589	11.770207	1.64812158750665	2	0	
Ma	Molo	13m	4	PC	06	2000	N	N		54.020354	40.885318	0.75685024204025	1	0	
Ma	Molo	13m	5	MC	01	2000	N	N		402.666485	165.068824	0.409939317398119	1	0	
Ma	Molo	13m	5	MC	02	2000	N	N		391.426815	156.302203	0.399313989257481	4	0	
Ma	Molo	13m	5	MC	03	2000	N	N		8.315279	16.986418	2.04279591821273	0	0	
Ma	Molo	13m	5	MC	04	2000	N	N		829.175056	251.768187	0.303636952388013	1	0	
Ma	Molo	13m	5	MC	05	2000	N	N		1.650161	6.760650	4.09696387201006	1	0	
Ma	Molo	13m	5	MP	01	2000	N	N		216.976436	157.171625	0.72437186220535	1	0	
Ma	Molo	13m	5	MP	02	2000	N	N		3.904651	12.815339	3.28207027977661	0	0	
Ma	Molo	13m	5	MP	03	2000	N	N		26.393826	26.889913	1.01879556984274	0	0	
Ma	Molo	13m	5	MP	04	2000	N	N		1.896045	8.392517	4.42632796162538	0	0	
Ma	Molo	13m	5	MP	05	2000	N	N		76.217745	77.809346	1.02088228928841	1	0	
Ma	Molo	13m	5	MP	06	2000	N	N		2.605287	7.413786	2.84566959417523	0	0	
Ma	Molo	13m	5	MP	07	2000	N	N		44.611160	37.742807	0.846039578437324	0	0	
Ma	Molo	13m	5	MP	09	2000	N	N		189.722560	128.998983	0.679934863834855	1	0	
Ma	Molo	13m	5	PB	01	2000	N	N		41.846322	30.246578	0.722801349184284	0	0	
Ma	Molo	13m	5	PB	02	2000	N	N		20.193156	20.709353	1.02556296796796	0	0	
Ma	Molo	13m	5	PV	01	2000	N	N		2.870842	10.475564	3.64895177094386	0	0	
Ma	Molo	13m	5	PV	02	2000	N	N		62.416502	52.098172	0.834685865606502	1	0	
Ma	Molo	13m	5	PV	03	2000	N	N		5.372311	12.800388	2.38265952957675	1	0	
Ma	Molo	13m	5	PC	01	2000	N	N		8.860597	18.484107	2.08610176041186	0	0	
Ma	Molo	13m	5	PC	02	2000	N	N		7.288027	13.252139	1.81834383983484	4	0	
Ma	Molo	13m	5	PC	03	2000	N	N		0.940919	4.376071	4.65084773503351	1	0	
Ma	Molo	13m	5	PC	04	2000	N	N		11.837443	22.328500	1.88626040269001	0	0	
Ma	Molo	13m	5	PC	05	2000	N	N		2.407486	6.412368	2.66351206196007	0	0	
Ma	Molo	07m	1	MP	01	2001	I	I		621.930496	189.503794	0.304702527402676	0	0	
Ma	Molo	07m	1	MP	01a	2001	I	I		2.810880	8.348898	2.97020790642076	0	0	
Ma	Molo	07m	1	MP	01b	2001	I	I		9.371648	18.881009	2.01469464068646	0	0	
Ma	Molo	07m	1	MP	01c	2001	I	I		48.814080	57.013886	1.16798034501521	0	0	
Ma	Molo	07m	1	MP	01d	2001	I	I		2.735104	9.047522	3.30792613370461	0	0	
Ma	Molo	07m	1	MP	02	2001	S	S		20.357120	22.099478	1.08558961189009	0	0	
Ma	Molo	07m	1	MP	03	2001	S	S		6.230016	11.953756	1.91873600324622	0	0	
Ma	Molo	07m	1	MP	04	2001	U	U		6.420480	15.510190	2.41573682964514	0	0	
Ma	Molo	07m	1	MP	05	2001	S	S		8.734720	16.918970	1.93697909034291	0	0	
Ma	Molo	07m	1	MP	06	2001	S	S		0.283648	2.258469	7.96222430618231	0	0	
Ma	Molo	07m	1	MP	07	2001	U	U	04				0		
Ma	Molo	07m	1	MP	08	2001	D	D					0		
Ma	Molo	07m	1	MP	09	2001	S	S		2.527232	9.122779	3.60979087001114	0	0	
Ma	Molo	07m	1	MP	10	2001	S	S		3.828736	9.594072	2.50580661607382	0	0	
Ma	Molo	07m	1	MP	11	2001	S	S		13.032448	21.023791	1.61318817462383	0	0	
Ma	Molo	07m	1	MP	12	2001	S	S		193.959936	111.296126	0.573809871745885	0	0	
Ma	Molo	07m	1	MP	13	2001	M	M		15.413248	29.550216	1.91719590835105	0	0	
Ma	Molo	07m	1	MP	13a	2001	I	I		0.441344	2.949881	6.68385884933295	0	0	
Ma	Molo	07m	1	MP	14	2001	U	U	13				0		
Ma	Molo	07m	1	MP	15	2001	S	S		22.125568	22.505944	1.01719169424261	0	0	
Ma	Molo	07m	1	MP	16	2001	S	S		10.101760	21.437241	2.12212931211987	0	0	
Ma	Molo	07m	1	MP	17	2001	S	S		15.294464	25.376571	1.65919976012236	0	0	
Ma	Molo	07m	1	MP	18	2001	U	U	19				0		
Ma	Molo	07m	1	MP	19	2001	U	U		5.089280	11.432935	2.24647396095322	0	0	
Ma	Molo	07m	1	MP	20	2001	S	S		4.592640	13.602227	2.96174466102285	0	0	
Ma	Molo	07m	1	MP	21	2001	D	D					0		
Ma	Molo	07m	1	MP	22	2001	D	D					0		
Ma	Molo	07m	1	MP	23	2001	R	R		0.190464	2.066469	10.8496566280242	0	1	
Ma	Molo	07m	1	MP	24	2001	R	R		5.841920	11.930738	2.04226316005697	0	0	
Ma	Molo	07m	1	MC	01	2001	S	S		4.523008	10.898698	2.4096128063448	0	0	
Ma	Molo	07m	1	MC	02	2001	S	S		11.092992	17.491754	1.57682922695698	0	0	
Ma	Molo	07m	1	MC	03	2001	S	S		21.326848	29.045429	1.36191850760131	0	0	
Ma	Molo	07m	1	PL	01	2001	S	S		49.064960	33.262997	0.677937921482052	0	0	
Ma	Molo	07m	1	PL	02	2001	D	D					0		
Ma	Molo	07m	1	PL	03	2001	D	D					0		
Ma	Molo	07m	1	PL	05	2001	S	S		26.198016	33.545231	1.28044929051116	0	0	
