Transect,Site,Transectnum,Date,Condition,transect area,spp,max diameter,,
P4,Kahekili,8,6/20/2011,poor,10,mp,6,,
P4,Kahekili,8,6/20/2011,poor,10,mp,3,,
P4,Kahekili,8,6/20/2011,poor,10,mp,3,,
P4,Kahekili,8,6/20/2011,poor,10,mp,8,,
P4,Kahekili,8,6/20/2011,poor,10,mp,6,,
P4,Kahekili,8,6/20/2011,poor,10,mp,5,,
P4,Kahekili,8,6/20/2011,poor,10,mp,5,,
P4,Kahekili,8,6/20/2011,poor,10,mp,6,,
P4,Kahekili,8,6/20/2011,poor,10,mp,4,,
P4,Kahekili,8,6/20/2011,poor,10,mp,10,,
P4,Kahekili,8,6/20/2011,poor,10,mp,12,,
P4,Kahekili,8,6/20/2011,poor,10,mp,11,,
P4,Kahekili,8,6/20/2011,poor,10,mp,16,,
P4,Kahekili,8,6/20/2011,poor,10,mp,6,,
P4,Kahekili,8,6/20/2011,poor,10,mp,19,,
P4,Kahekili,8,6/20/2011,poor,10,mp,6,,
P4,Kahekili,8,6/20/2011,poor,10,mp,13,,
P4,Kahekili,8,6/20/2011,poor,10,mp,3,,
P4,Kahekili,8,6/20/2011,poor,10,mp,4,,
P4,Kahekili,8,6/20/2011,poor,10,mp,10,,
P4,Kahekili,8,6/20/2011,poor,10,mp,10,,
P4,Kahekili,8,6/20/2011,poor,10,mp,5,,
P4,Kahekili,8,6/20/2011,poor,10,mp,5,,
P4,Kahekili,8,6/20/2011,poor,10,mp,3,,
P4,Kahekili,8,6/20/2011,poor,10,mp,9,,
P4,Kahekili,8,6/20/2011,poor,10,mp,12,,
P4,Kahekili,8,6/20/2011,poor,10,mp,7,,
P4,Kahekili,8,6/20/2011,poor,10,mp,20,,
P4,Kahekili,8,6/20/2011,poor,10,mp,15,,
P4,Kahekili,8,6/20/2011,poor,10,mp,40,,
P4,Kahekili,8,6/20/2011,poor,10,mp,13,,
P4,Kahekili,8,6/20/2011,poor,10,mp,10,,
P4,Kahekili,8,6/20/2011,poor,10,mp,11,,
P4,Kahekili,8,6/20/2011,poor,10,mp,15,,
P4,Kahekili,8,6/20/2011,poor,10,pm,16,,
P4,Kahekili,8,6/20/2011,poor,10,pm,2,,
P4,Kahekili,8,6/20/2011,poor,10,pm,16,,
P4,Kahekili,8,6/20/2011,poor,10,pm,5,,
P4,Kahekili,8,6/20/2011,poor,10,pm,8,,
P4,Kahekili,8,6/20/2011,poor,10,pm,6,,
P4,Kahekili,8,6/20/2011,poor,10,pm,6,,
P4,Kahekili,8,6/20/2011,poor,10,pm,3,,
P4,Kahekili,8,6/20/2011,poor,10,pm,14,,
P4,Kahekili,8,6/20/2011,poor,10,pm,14,,
P4,Kahekili,8,6/20/2011,poor,10,pm,5,,
P4,Kahekili,8,6/20/2011,poor,10,pm,5,,
P4,Kahekili,8,6/20/2011,poor,10,pm,15,,
P4,Kahekili,8,6/20/2011,poor,10,pm,10,,
P4,Kahekili,8,6/20/2011,poor,10,pc,5,,
P4,Kahekili,8,6/20/2011,poor,10,pc,11,,
P4,Kahekili,8,6/20/2011,poor,10,pc,11,,
P4,Kahekili,8,6/20/2011,poor,10,pc,20,,
P4,Kahekili,8,6/20/2011,poor,10,pc,11,,
P4,Kahekili,8,6/20/2011,poor,10,pc,10,,
P4,Kahekili,8,6/20/2011,poor,10,pc,10,,
P4,Kahekili,8,6/20/2011,poor,10,pc,10,,
P4,Kahekili,8,6/20/2011,poor,10,pc,20,,
P4,Kahekili,8,6/20/2011,poor,10,pc,13,,
P4,Kahekili,8,6/20/2011,poor,10,pc,3,,
P4,Kahekili,8,6/20/2011,poor,10,pc,4,,
P4,Kahekili,8,6/20/2011,poor,10,pc,14,,
P4,Kahekili,8,6/20/2011,poor,10,pc,20,,
P4,Kahekili,8,6/20/2011,poor,10,pc,20,,
P4,Kahekili,8,6/20/2011,poor,10,pc,40,,
P4,Kahekili,8,6/20/2011,poor,10,pc,11,,
P4,Kahekili,8,6/20/2011,poor,10,pc,16,,
P4,Kahekili,8,6/20/2011,poor,10,pc,13,,
P4,Kahekili,8,6/20/2011,poor,10,pc,11,,
P4,Kahekili,8,6/20/2011,poor,10,pc,14,,
P4,Kahekili,8,6/20/2011,poor,10,pc,7,,
P4,Kahekili,8,6/20/2011,poor,10,ple,40,,
P3,Kahekili,7,6/20/2011,poor,10,pl,50,,
P3,Kahekili,7,6/20/2011,poor,10,pl,30,,
P3,Kahekili,7,6/20/2011,poor,10,pl,29,,
P3,Kahekili,7,6/20/2011,poor,10,pl,34,,
P3,Kahekili,7,6/20/2011,poor,10,pl,10,,
P3,Kahekili,7,6/20/2011,poor,10,pl,10,,
P3,Kahekili,7,6/20/2011,poor,10,pl,28,,
P3,Kahekili,7,6/20/2011,poor,10,pl,24,,
P3,Kahekili,7,6/20/2011,poor,10,pl,9,,
P3,Kahekili,7,6/20/2011,poor,10,pl,19,,
P3,Kahekili,7,6/20/2011,poor,10,pl,7,,
P3,Kahekili,7,6/20/2011,poor,10,pl,9,,
P3,Kahekili,7,6/20/2011,poor,10,pl,18,,
P3,Kahekili,7,6/20/2011,poor,10,pl,13,,
P3,Kahekili,7,6/20/2011,poor,10,pl,10,,
P3,Kahekili,7,6/20/2011,poor,10,pl,12,,
P3,Kahekili,7,6/20/2011,poor,10,pl,44,,
P3,Kahekili,7,6/20/2011,poor,10,pl,32,,
P3,Kahekili,7,6/20/2011,poor,10,pl,15,,
P3,Kahekili,7,6/20/2011,poor,10,pl,3,,
P3,Kahekili,7,6/20/2011,poor,10,pl,4,,
P3,Kahekili,7,6/20/2011,poor,10,pl,9,,
P3,Kahekili,7,6/20/2011,poor,10,pl,9,,
P3,Kahekili,7,6/20/2011,poor,10,pl,22,,
P3,Kahekili,7,6/20/2011,poor,10,pl,19,,
P3,Kahekili,7,6/20/2011,poor,10,pl,15,,
P3,Kahekili,7,6/20/2011,poor,10,pl,10,,
P3,Kahekili,7,6/20/2011,poor,10,pl,20,,
P3,Kahekili,7,6/20/2011,poor,10,pl,39,,
P3,Kahekili,7,6/20/2011,poor,10,pl,22,,
P3,Kahekili,7,6/20/2011,poor,10,pc,19,,
P3,Kahekili,7,6/20/2011,poor,10,pc,12,,
P3,Kahekili,7,6/20/2011,poor,10,pc,3,,
P3,Kahekili,7,6/20/2011,poor,10,pc,8,,
P3,Kahekili,7,6/20/2011,poor,10,pc,14,,
P3,Kahekili,7,6/20/2011,poor,10,pc,18,,
P3,Kahekili,7,6/20/2011,poor,10,pc,16,,
P3,Kahekili,7,6/20/2011,poor,10,pc,10,,
P3,Kahekili,7,6/20/2011,poor,10,pc,9,,
P3,Kahekili,7,6/20/2011,poor,10,pc,12,,
P3,Kahekili,7,6/20/2011,poor,10,pc,12,,
P3,Kahekili,7,6/20/2011,poor,10,pc,9,,
P3,Kahekili,7,6/20/2011,poor,10,pc,6,,
P3,Kahekili,7,6/20/2011,poor,10,pc,7,,
P3,Kahekili,7,6/20/2011,poor,10,pc,2,,
P3,Kahekili,7,6/20/2011,poor,10,pc,6,,
P3,Kahekili,7,6/20/2011,poor,10,pc,17,,
P3,Kahekili,7,6/20/2011,poor,10,pc,9,,
P3,Kahekili,7,6/20/2011,poor,10,pc,8,,
P3,Kahekili,7,6/20/2011,poor,10,pc,12,,
P3,Kahekili,7,6/20/2011,poor,10,pc,5,,
P3,Kahekili,7,6/20/2011,poor,10,pc,17,,
P3,Kahekili,7,6/20/2011,poor,10,pc,2,,
P3,Kahekili,7,6/20/2011,poor,10,pc,2,,
P3,Kahekili,7,6/20/2011,poor,10,pc,2,,
P3,Kahekili,7,6/20/2011,poor,10,pc,9,,
P3,Kahekili,7,6/20/2011,poor,10,pc,11,,
P3,Kahekili,7,6/20/2011,poor,10,pc,18,,
P3,Kahekili,7,6/20/2011,poor,10,pc,20,,
P3,Kahekili,7,6/20/2011,poor,10,pc,6,,
P3,Kahekili,7,6/20/2011,poor,10,pc,19,,
P3,Kahekili,7,6/20/2011,poor,10,pc,8,,
P3,Kahekili,7,6/20/2011,poor,10,pc,7,,
P3,Kahekili,7,6/20/2011,poor,10,pc,17,,
P3,Kahekili,7,6/20/2011,poor,10,pc,9,,
P3,Kahekili,7,6/20/2011,poor,10,pc,12,,
P3,Kahekili,7,6/20/2011,poor,10,pc,9,,
P3,Kahekili,7,6/20/2011,poor,10,pc,12,,
P3,Kahekili,7,6/20/2011,poor,10,pc,15,,
P3,Kahekili,7,6/20/2011,poor,10,pc,16,,
P3,Kahekili,7,6/20/2011,poor,10,pc,10,,
P3,Kahekili,7,6/20/2011,poor,10,pc,7,,
P3,Kahekili,7,6/20/2011,poor,10,pc,3,,
P3,Kahekili,7,6/20/2011,poor,10,pc,7,,
P3,Kahekili,7,6/20/2011,poor,10,pc,3,,
P3,Kahekili,7,6/20/2011,poor,10,pc,10,,
P3,Kahekili,7,6/20/2011,poor,10,pc,8,,
P3,Kahekili,7,6/20/2011,poor,10,pc,4,,
P3,Kahekili,7,6/20/2011,poor,10,pc,18,,
P3,Kahekili,7,6/20/2011,poor,10,pc,6,,
P3,Kahekili,7,6/20/2011,poor,10,pc,7,,
P3,Kahekili,7,6/20/2011,poor,10,pc,3,,
P3,Kahekili,7,6/20/2011,poor,10,pc,8,,
P3,Kahekili,7,6/20/2011,poor,10,pc,10,,
P3,Kahekili,7,6/20/2011,poor,10,pc,7,,
P3,Kahekili,7,6/20/2011,poor,10,pc,2,,
P3,Kahekili,7,6/20/2011,poor,10,pc,10,,
P3,Kahekili,7,6/20/2011,poor,10,pc,8,,
P3,Kahekili,7,6/20/2011,poor,10,pc,18,,
P3,Kahekili,7,6/20/2011,poor,10,pc,18,,
P3,Kahekili,7,6/20/2011,poor,10,pc,7,,
P3,Kahekili,7,6/20/2011,poor,10,pc,4,,
P3,Kahekili,7,6/20/2011,poor,10,pc,9,,
P3,Kahekili,7,6/20/2011,poor,10,pc,2,,
P3,Kahekili,7,6/20/2011,poor,10,pc,6,,
P3,Kahekili,7,6/20/2011,poor,10,pc,15,,
P3,Kahekili,7,6/20/2011,poor,10,pc,8,,
P3,Kahekili,7,6/20/2011,poor,10,pc,4,,
P3,Kahekili,7,6/20/2011,poor,10,pc,2,,
P3,Kahekili,7,6/20/2011,poor,10,pc,9,,
P3,Kahekili,7,6/20/2011,poor,10,pc,4,,
P3,Kahekili,7,6/20/2011,poor,10,pc,19,,
P3,Kahekili,7,6/20/2011,poor,10,pc,8,,
P3,Kahekili,7,6/20/2011,poor,10,pc,9,,
P3,Kahekili,7,6/20/2011,poor,10,pc,18,,
P3,Kahekili,7,6/20/2011,poor,10,pc,8,,
P3,Kahekili,7,6/20/2011,poor,10,pc,11,,
P3,Kahekili,7,6/20/2011,poor,10,pc,10,,
P3,Kahekili,7,6/20/2011,poor,10,pc,14,,
P3,Kahekili,7,6/20/2011,poor,10,pc,6,,
P3,Kahekili,7,6/20/2011,poor,10,pc,18,,
P3,Kahekili,7,6/20/2011,poor,10,mc,6,,
P3,Kahekili,7,6/20/2011,poor,10,mc,11,,
P3,Kahekili,7,6/20/2011,poor,10,mc,24,,
P3,Kahekili,7,6/20/2011,poor,10,mc,7,,
P3,Kahekili,7,6/20/2011,poor,10,mc,11,,
P3,Kahekili,7,6/20/2011,poor,10,mc,40,,
P3,Kahekili,7,6/20/2011,poor,10,mc,34,,
P3,Kahekili,7,6/20/2011,poor,10,mc,16,,
P3,Kahekili,7,6/20/2011,poor,10,mc,40,,
P3,Kahekili,7,6/20/2011,poor,10,mc,24,,
P3,Kahekili,7,6/20/2011,poor,10,mc,40,,
P3,Kahekili,7,6/20/2011,poor,10,mc,17,,
P3,Kahekili,7,6/20/2011,poor,10,mc,19,,
P3,Kahekili,7,6/20/2011,poor,10,mc,8,,
P3,Kahekili,7,6/20/2011,poor,10,mc,2,,
P3,Kahekili,7,6/20/2011,poor,10,mc,13,,
P3,Kahekili,7,6/20/2011,poor,10,mc,11,,
P3,Kahekili,7,6/20/2011,poor,10,mc,4,,
P3,Kahekili,7,6/20/2011,poor,10,mc,13,,
P3,Kahekili,7,6/20/2011,poor,10,mc,4,,
P3,Kahekili,7,6/20/2011,poor,10,mc,2,,
P3,Kahekili,7,6/20/2011,poor,10,mc,14,,
P3,Kahekili,7,6/20/2011,poor,10,mc,10,,
P3,Kahekili,7,6/20/2011,poor,10,mc,5,,
P3,Kahekili,7,6/20/2011,poor,10,mc,9,,
P3,Kahekili,7,6/20/2011,poor,10,mc,6,,
P3,Kahekili,7,6/20/2011,poor,10,mc,13,,
P3,Kahekili,7,6/20/2011,poor,10,mc,42,,
P3,Kahekili,7,6/20/2011,poor,10,mc,12,,
P3,Kahekili,7,6/20/2011,poor,10,mc,4,,
P3,Kahekili,7,6/20/2011,poor,10,mc,12,,
P3,Kahekili,7,6/20/2011,poor,10,mc,9,,
P3,Kahekili,7,6/20/2011,poor,10,mc,2,,
P3,Kahekili,7,6/20/2011,poor,10,mc,5,,
P3,Kahekili,7,6/20/2011,poor,10,mc,8,,
P3,Kahekili,7,6/20/2011,poor,10,mc,10,,
P3,Kahekili,7,6/20/2011,poor,10,mc,3,,
P3,Kahekili,7,6/20/2011,poor,10,mc,5,,
P3,Kahekili,7,6/20/2011,poor,10,mc,4,,
P3,Kahekili,7,6/20/2011,poor,10,mc,7,,
P3,Kahekili,7,6/20/2011,poor,10,mc,4,,
P3,Kahekili,7,6/20/2011,poor,10,mp,12,,
P3,Kahekili,7,6/20/2011,poor,10,mp,10,,
P3,Kahekili,7,6/20/2011,poor,10,mp,4,,
P3,Kahekili,7,6/20/2011,poor,10,mp,17,,
P3,Kahekili,7,6/20/2011,poor,10,mp,11,,
P3,Kahekili,7,6/20/2011,poor,10,mp,24,,
P3,Kahekili,7,6/20/2011,poor,10,mp,22,,
P3,Kahekili,7,6/20/2011,poor,10,mp,7,,
P3,Kahekili,7,6/20/2011,poor,10,mp,4,,
P3,Kahekili,7,6/20/2011,poor,10,mp,8,,
P3,Kahekili,7,6/20/2011,poor,10,mp,12,,
P3,Kahekili,7,6/20/2011,poor,10,mp,4,,
P3,Kahekili,7,6/20/2011,poor,10,mp,7,,
P3,Kahekili,7,6/20/2011,poor,10,mp,7,,
P3,Kahekili,7,6/20/2011,poor,10,mp,8,,
P3,Kahekili,7,6/20/2011,poor,10,mp,24,,
P3,Kahekili,7,6/20/2011,poor,10,mp,27,,
P3,Kahekili,7,6/20/2011,poor,10,mp,7,,
P3,Kahekili,7,6/20/2011,poor,10,mp,17,,
P3,Kahekili,7,6/20/2011,poor,10,mp,27,,
P3,Kahekili,7,6/20/2011,poor,10,mp,22,,
P3,Kahekili,7,6/20/2011,poor,10,mp,34,,
P3,Kahekili,7,6/20/2011,poor,10,mp,8,,
P3,Kahekili,7,6/20/2011,poor,10,mp,19,,
P3,Kahekili,7,6/20/2011,poor,10,mp,4,,
P3,Kahekili,7,6/20/2011,poor,10,mp,12,,
P3,Kahekili,7,6/20/2011,poor,10,mp,5,,
P3,Kahekili,7,6/20/2011,poor,10,mp,3,,
P3,Kahekili,7,6/20/2011,poor,10,mp,3,,
P3,Kahekili,7,6/20/2011,poor,10,mp,3,,
P3,Kahekili,7,6/20/2011,poor,10,mp,8,,
P3,Kahekili,7,6/20/2011,poor,10,mp,3,,
P3,Kahekili,7,6/20/2011,poor,10,mp,20,,
P3,Kahekili,7,6/20/2011,poor,10,mp,10,,
P3,Kahekili,7,6/20/2011,poor,10,mp,10,,
P3,Kahekili,7,6/20/2011,poor,10,mp,10,,
P3,Kahekili,7,6/20/2011,poor,10,mp,14,,
P3,Kahekili,7,6/20/2011,poor,10,mp,6,,
P3,Kahekili,7,6/20/2011,poor,10,mp,5,,
P3,Kahekili,7,6/20/2011,poor,10,mp,20,,
P3,Kahekili,7,6/20/2011,poor,10,mp,7,,
P3,Kahekili,7,6/20/2011,poor,10,mp,6,,
P3,Kahekili,7,6/20/2011,poor,10,mp,9,,
P3,Kahekili,7,6/20/2011,poor,10,mp,21,,
P3,Kahekili,7,6/20/2011,poor,10,mp,10,,
P3,Kahekili,7,6/20/2011,poor,10,mp,17,,
P3,Kahekili,7,6/20/2011,poor,10,mp,12,,
P3,Kahekili,7,6/20/2011,poor,10,mp,9,,
P3,Kahekili,7,6/20/2011,poor,10,mp,8,,
P3,Kahekili,7,6/20/2011,poor,10,mp,13,,
P3,Kahekili,7,6/20/2011,poor,10,mp,7,,
P3,Kahekili,7,6/20/2011,poor,10,mp,13,,
P3,Kahekili,7,6/20/2011,poor,10,mp,20,,
P3,Kahekili,7,6/20/2011,poor,10,mp,11,,
P3,Kahekili,7,6/20/2011,poor,10,mp,7,,
P3,Kahekili,7,6/20/2011,poor,10,mp,15,,
P3,Kahekili,7,6/20/2011,poor,10,pm,22,,
P3,Kahekili,7,6/20/2011,poor,10,pm,5,,
P3,Kahekili,7,6/20/2011,poor,10,pm,8,,
P3,Kahekili,7,6/20/2011,poor,10,pm,4,,
P3,Kahekili,7,6/20/2011,poor,10,pm,9,,
P3,Kahekili,7,6/20/2011,poor,10,pm,19,,
P3,Kahekili,7,6/20/2011,poor,10,pm,10,,
P3,Kahekili,7,6/20/2011,poor,10,pm,3,,
P3,Kahekili,7,6/20/2011,poor,10,pv,4,,
P3,Kahekili,7,6/20/2011,poor,10,pv,7,,
P3,Kahekili,7,6/20/2011,poor,10,pv,8,,
P3,Kahekili,7,6/20/2011,poor,10,co,10,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,25,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,23,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,26,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,20,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,38,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,26,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,10,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,19,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,12,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,20,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,7,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,26,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,34,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,19,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,13,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,23,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,6,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,22,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,40,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,40,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,11,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,32,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,20,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,16,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,16,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,15,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,12,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,15,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,9,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,4,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,19,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,14,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,15,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,11,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,10,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,20,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,16,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,10,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,10,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,5,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,20,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,15,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,7,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,3,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,14,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,13,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,12,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,4,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,19,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,10,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,26,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,17,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,16,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,19,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,7,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,9,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,20,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,24,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,26,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,32,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,6,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,15,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,15,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,10,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,30,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,13,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,18,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,7,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,11,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,17,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,17,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,26,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,31,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,29,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,7,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,20,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,26,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,26,,
OK4,Kahekili,9,6/21/2011,ok,10,pl,13,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,7,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,9,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,15,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,11,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,5,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,12,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,9,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,10,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,23,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,17,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,8,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,10,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,12,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,4,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,12,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,16,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,16,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,10,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,19,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,19,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,7,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,7,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,14,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,16,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,11,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,3,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,3,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,5,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,4,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,4,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,6,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,11,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,17,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,9,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,10,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,9,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,7,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,4,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,7,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,7,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,6,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,5,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,6,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,3,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,3,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,3,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,4,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,6,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,2,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,3,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,4,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,4,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,3,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,6,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,5,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,2,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,3,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,5,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,3,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,4,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,4,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,6,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,3,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,6,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,5,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,4,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,6,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,6,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,5,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,5,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,12,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,16,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,20,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,17,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,12,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,18,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,15,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,11,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,15,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,22,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,15,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,9,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,9,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,20,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,14,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,8,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,18,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,8,,
OK4,Kahekili,9,6/21/2011,ok,10,pc,20,,
